status_id,tweet_id,created_at,screen_name,text,is_retweet
1290655753167155203,177,2020-08-04T14:28:05Z,Maaxxoo69,"AAPL: 442.2934 at Aug 4, 2020 2:27 PM",FALSE
1290662905512431617,178,2020-08-04T14:56:30Z,Maaxxoo69,"AAPL: 439.72 at Aug 4, 2020 2:56 PM",FALSE
1290661367503097856,179,2020-08-04T14:50:23Z,Maaxxoo69,"AAPL: 440.221 at Aug 4, 2020 2:50 PM",FALSE
1290657264299323396,180,2020-08-04T14:34:05Z,Maaxxoo69,"AAPL: 442.46 at Aug 4, 2020 2:34 PM",FALSE
1290368655843307521,181,2020-08-03T19:27:16Z,Maaxxoo69,"AAPL: 436.68 at Aug 3, 2020 7:27 PM",FALSE
1290647586643365888,182,2020-08-04T13:55:38Z,Maaxxoo69,"AAPL: 437.5088 at Aug 4, 2020 1:55 PM",FALSE
1290644027583365121,183,2020-08-04T13:41:29Z,Maaxxoo69,"AAPL: 434.07 at Aug 4, 2020 1:41 PM",FALSE
1290370694979760130,184,2020-08-03T19:35:22Z,Maaxxoo69,"AAPL: 436.7 at Aug 3, 2020 7:35 PM",FALSE
1290373739700523009,185,2020-08-03T19:47:28Z,Maaxxoo69,"AAPL: 437.46 at Aug 3, 2020 7:47 PM",FALSE
1290658807794802688,186,2020-08-04T14:40:13Z,Maaxxoo69,"AAPL: 441.1916 at Aug 4, 2020 2:40 PM",FALSE
1290667988811755523,187,2020-08-04T15:16:42Z,Maaxxoo69,"AAPL: 439.035 at Aug 4, 2020 3:16 PM",FALSE
1290371218709852160,188,2020-08-03T19:37:27Z,Maaxxoo69,"AAPL: 436.7094 at Aug 3, 2020 7:37 PM",FALSE
1290673595350429696,189,2020-08-04T15:38:59Z,Maaxxoo69,"AAPL: 438.15 at Aug 4, 2020 3:38 PM",FALSE
1290641459943743488,190,2020-08-04T13:31:17Z,Maaxxoo69,"AAPL: 438 at Aug 4, 2020 1:31 PM",FALSE
1290364612492374016,191,2020-08-03T19:11:12Z,Maaxxoo69,"AAPL: 437.755 at Aug 3, 2020 7:11 PM",FALSE
1290376757368037381,192,2020-08-03T19:59:27Z,Maaxxoo69,"AAPL: 435.86 at Aug 3, 2020 7:59 PM",FALSE
1290663896525746176,193,2020-08-04T15:00:26Z,Maaxxoo69,"AAPL: 438.18 at Aug 4, 2020 3:00 PM",FALSE
1290660337159680002,194,2020-08-04T14:46:18Z,Maaxxoo69,"AAPL: 439.09 at Aug 4, 2020 2:46 PM",FALSE
1290671061122588675,195,2020-08-04T15:28:55Z,Maaxxoo69,"AAPL: 438.31 at Aug 4, 2020 3:28 PM",FALSE
1290367644210733058,196,2020-08-03T19:23:14Z,Maaxxoo69,"AAPL: 437.34 at Aug 3, 2020 7:23 PM",FALSE
1290646047207886855,197,2020-08-04T13:49:31Z,Maaxxoo69,"AAPL: 437.48 at Aug 4, 2020 1:49 PM",FALSE
1290651659450843138,198,2020-08-04T14:11:49Z,Maaxxoo69,"AAPL: 438.66 at Aug 4, 2020 2:11 PM",FALSE
1290643490993577986,199,2020-08-04T13:39:21Z,Maaxxoo69,"AAPL: 433.82 at Aug 4, 2020 1:39 PM",FALSE
1290650645096259584,200,2020-08-04T14:07:47Z,Maaxxoo69,"AAPL: 438.4197 at Aug 4, 2020 2:07 PM",FALSE
1290646575581102087,201,2020-08-04T13:51:37Z,Maaxxoo69,"AAPL: 438.84 at Aug 4, 2020 1:51 PM",FALSE
1290365112826712064,202,2020-08-03T19:13:11Z,Maaxxoo69,"AAPL: 437.055 at Aug 3, 2020 7:13 PM",FALSE
1290641952547966980,203,2020-08-04T13:33:15Z,Maaxxoo69,"AAPL: 438.34 at Aug 4, 2020 1:33 PM",FALSE
1290663408170422275,204,2020-08-04T14:58:30Z,Maaxxoo69,"AAPL: 439.41 at Aug 4, 2020 2:58 PM",FALSE
